id	name	category	yield_quantity	yield_unit	notes	created_by	created_at	version	is_current	parent_id	brand_id
4fbd90cc-7e06-4eef-a462-82efd386bfef	House Special Blend (Sauce)	Sauces	42.228	lbs			2026-04-13T07:27:14.552636+00:00	1	f		2a000000-0000-0000-0000-000000000001
